Name,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
LCL_NRPS-like,WP_101668611.1,CDD,cd19531,,Unintegrated,Unintegrated,LCL_NRPS-like
Acetyl-CoA synthetase-like,WP_101668611.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
Acetyl-CoA synthetase-like,WP_101668611.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
CoA-dependent acyltransferases,WP_101668611.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_101668611.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_101668611.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_101668611.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
,WP_101668611.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
,WP_101668611.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
Luciferase; Domain 3,WP_101668611.1,GENE3D,G3DSA:2.30.38.10,,Unintegrated,Unintegrated,Luciferase; Domain 3
"Nonribosomal peptide synthetase, condensation domain",WP_101668611.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
"Nonribosomal peptide synthetase, condensation domain",WP_101668611.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
Helix hairpin bin,WP_101668611.1,GENE3D,G3DSA:1.10.287.490,,Unintegrated,Unintegrated,Helix hairpin bin
Clavaminate synthase-like,WP_104553440.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
NONRIBOSOMAL PEPTIDE SYNTHETASE,WP_119734491.1,PANTHER,PTHR45527,,Unintegrated,Unintegrated,NONRIBOSOMAL PEPTIDE SYNTHETASE
Coil,WP_119734491.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
Coil,WP_119734491.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
PRK04813.1,WP_119734491.1,NCBIFAM,NF003417,,Unintegrated,Unintegrated,PRK04813.1
A_NRPS,WP_119734491.1,CDD,cd05930,,Unintegrated,Unintegrated,A_NRPS
A_NRPS,WP_119734491.1,CDD,cd05930,,Unintegrated,Unintegrated,A_NRPS
LCL_NRPS-like,WP_119734491.1,CDD,cd19531,,Unintegrated,Unintegrated,LCL_NRPS-like
Acetyl-CoA synthetase-like,WP_119734491.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
Acetyl-CoA synthetase-like,WP_119734491.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
CoA-dependent acyltransferases,WP_119734491.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_119734491.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_119734491.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_119734491.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
,WP_119734491.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
,WP_119734491.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
Luciferase; Domain 3,WP_119734491.1,GENE3D,G3DSA:2.30.38.10,,Unintegrated,Unintegrated,Luciferase; Domain 3
"Nonribosomal peptide synthetase, condensation domain",WP_119734491.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
"Nonribosomal peptide synthetase, condensation domain",WP_119734491.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
Helix hairpin bin,WP_119734491.1,GENE3D,G3DSA:1.10.287.490,,Unintegrated,Unintegrated,Helix hairpin bin
Coil,WP_126010499.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
FKBP-like,WP_126010499.1,SUPERFAMILY,SSF54534,,Unintegrated,Unintegrated,FKBP-like
disorder_prediction,WP_126010499.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,WP_126010499.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,WP_126010499.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,WP_126010499.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NONRIBOSOMAL PEPTIDE SYNTHETASE,WP_121474592.1,PANTHER,PTHR45527,,Unintegrated,Unintegrated,NONRIBOSOMAL PEPTIDE SYNTHETASE
Coil,WP_121474592.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
Coil,WP_121474592.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
PRK04813.1,WP_121474592.1,NCBIFAM,NF003417,,Unintegrated,Unintegrated,PRK04813.1
A_NRPS,WP_121474592.1,CDD,cd05930,,Unintegrated,Unintegrated,A_NRPS
A_NRPS,WP_121474592.1,CDD,cd05930,,Unintegrated,Unintegrated,A_NRPS
LCL_NRPS-like,WP_121474592.1,CDD,cd19531,,Unintegrated,Unintegrated,LCL_NRPS-like
Acetyl-CoA synthetase-like,WP_121474592.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
Acetyl-CoA synthetase-like,WP_121474592.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
CoA-dependent acyltransferases,WP_121474592.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_121474592.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_121474592.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_121474592.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
,WP_121474592.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
,WP_121474592.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
Luciferase; Domain 3,WP_121474592.1,GENE3D,G3DSA:2.30.38.10,,Unintegrated,Unintegrated,Luciferase; Domain 3
"Nonribosomal peptide synthetase, condensation domain",WP_121474592.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
"Nonribosomal peptide synthetase, condensation domain",WP_121474592.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
Helix hairpin bin,WP_121474592.1,GENE3D,G3DSA:1.10.287.490,,Unintegrated,Unintegrated,Helix hairpin bin
Coil,WP_156692277.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
A_NRPS_AB3403-like,WP_156692277.1,CDD,cd17646,,Unintegrated,Unintegrated,A_NRPS_AB3403-like
LCL_NRPS-like,WP_156692277.1,CDD,cd19531,,Unintegrated,Unintegrated,LCL_NRPS-like
PKS,WP_156692277.1,CDD,cd00833,,Unintegrated,Unintegrated,PKS
17clusters_betabranch_W,WP_156692277.1,SMART,SM01294,,Unintegrated,Unintegrated,17clusters_betabranch_W
Acetyl-CoA synthetase-like,WP_156692277.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
CoA-dependent acyltransferases,WP_156692277.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_156692277.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_156692277.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_156692277.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
,WP_156692277.1,GENE3D,G3DSA:3.30.70.3290,,Unintegrated,Unintegrated,
,WP_156692277.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
"Nonribosomal peptide synthetase, condensation domain",WP_156692277.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
"Nonribosomal peptide synthetase, condensation domain",WP_156692277.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
,WP_156692277.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
Luciferase; Domain 3,WP_156692277.1,GENE3D,G3DSA:2.30.38.10,,Unintegrated,Unintegrated,Luciferase; Domain 3
HTH_TipAL-Mta,WP_126915329.1,CDD,cd01106,,Unintegrated,Unintegrated,HTH_TipAL-Mta
Coil,WP_126915329.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
,WP_126915329.1,GENE3D,G3DSA:1.10.1660.10,,Unintegrated,Unintegrated,
Zn peptidases,WP_138874999.1,GENE3D,G3DSA:3.40.630.10,,Unintegrated,Unintegrated,Zn peptidases
,WP_138874999.1,GENE3D,G3DSA:3.30.70.360,,Unintegrated,Unintegrated,
Zn-dependent exopeptidases,WP_138874999.1,SUPERFAMILY,SSF53187,,Unintegrated,Unintegrated,Zn-dependent exopeptidases
init_cond_enzymes,WP_144001285.1,CDD,cd00827,,Unintegrated,Unintegrated,init_cond_enzymes
3-HYDROXY-3-METHYLGLUTARYL COENZYME A SYNTHASE,WP_144001285.1,PANTHER,PTHR43323,,Unintegrated,Unintegrated,3-HYDROXY-3-METHYLGLUTARYL COENZYME A SYNTHASE
ALDH_F21_RNP123,WP_139985978.1,CDD,cd07147,,Unintegrated,Unintegrated,ALDH_F21_RNP123
NONRIBOSOMAL PEPTIDE SYNTHETASE,WP_167472041.1,PANTHER,PTHR45527,,Unintegrated,Unintegrated,NONRIBOSOMAL PEPTIDE SYNTHETASE
PRK04813.1,WP_167472041.1,NCBIFAM,NF003417,,Unintegrated,Unintegrated,PRK04813.1
A_NRPS_Cytc1-like,WP_167472041.1,CDD,cd17643,,Unintegrated,Unintegrated,A_NRPS_Cytc1-like
LCL_NRPS-like,WP_167472041.1,CDD,cd19540,,Unintegrated,Unintegrated,LCL_NRPS-like
LCL_NRPS-like,WP_167472041.1,CDD,cd19540,,Unintegrated,Unintegrated,LCL_NRPS-like
Non cytoplasmic domain,WP_167472041.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Signal Peptide,WP_167472041.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
Signal peptide N-region,WP_167472041.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
Signal peptide H-region,WP_167472041.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
Signal peptide C-region,WP_167472041.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
Acetyl-CoA synthetase-like,WP_167472041.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
Acetyl-CoA synthetase-like,WP_167472041.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
CoA-dependent acyltransferases,WP_167472041.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
Acetyl-CoA synthetase-like,WP_167472041.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
CoA-dependent acyltransferases,WP_167472041.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_167472041.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,WP_167472041.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
"Nonribosomal peptide synthetase, condensation domain",WP_167472041.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
,WP_167472041.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
,WP_167472041.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
Luciferase; Domain 3,WP_167472041.1,GENE3D,G3DSA:2.30.38.10,,Unintegrated,Unintegrated,Luciferase; Domain 3
KBL_like,WP_159765667.1,CDD,cd06454,,Unintegrated,Unintegrated,KBL_like
PKS_KR,WP_159765667.1,SMART,SM00822,,Unintegrated,Unintegrated,PKS_KR
disorder_prediction,WP_159765667.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,WP_159765667.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,WP_159765667.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,WP_159765667.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
,WP_159765667.1,GENE3D,G3DSA:3.40.50.720,,Unintegrated,Unintegrated,
,WP_168509944.1,GENE3D,G3DSA:3.40.50.2300,,Unintegrated,Unintegrated,
REC_NarL-like,WP_168509944.1,CDD,cd17535,,Unintegrated,Unintegrated,REC_NarL-like
SignalP-TM,WP_168860510.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
SignalP-noTM,WP_168860510.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
SignalP-noTM,WP_168860510.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
Non cytoplasmic domain,WP_168860510.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Signal Peptide,WP_168860510.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
Signal peptide H-region,WP_168860510.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
Signal peptide C-region,WP_168860510.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
Signal peptide N-region,WP_168860510.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
SignalP-TM,WP_168803936.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
SignalP-noTM,WP_168803936.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
SignalP-noTM,WP_168803936.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
Non cytoplasmic domain,WP_168803936.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Signal Peptide,WP_168803936.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
Signal peptide H-region,WP_168803936.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
Signal peptide C-region,WP_168803936.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
Signal peptide N-region,WP_168803936.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
KAS_III,WP_215546970.1,CDD,cd00830,,Unintegrated,Unintegrated,KAS_III
3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 3,WP_215546970.1,PANTHER,PTHR34069,,Unintegrated,Unintegrated,3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 3
PRK09352.1,WP_215546970.1,NCBIFAM,NF006829,,Unintegrated,Unintegrated,PRK09352.1
Cytoplasmic domain,WP_215546970.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,WP_215546970.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,WP_215546970.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
disorder_prediction,WP_189735071.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
HTH_TipAL-Mta,WP_004940355.1,CDD,cd01106,,Unintegrated,Unintegrated,HTH_TipAL-Mta
,WP_004940355.1,GENE3D,G3DSA:1.10.1660.10,,Unintegrated,Unintegrated,
Glyco_tranf_GTA_type,WP_086159750.1,CDD,cd00761,,Unintegrated,Unintegrated,Glyco_tranf_GTA_type
GLYCOSYLTRANSFERASE,WP_086159750.1,PANTHER,PTHR22916,,Unintegrated,Unintegrated,GLYCOSYLTRANSFERASE
unknown,WP_172771138.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_172771138.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_172771138.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_172771138.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_172771138.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,WP_172771138.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Cytoplasmic domain,WP_172771138.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Cytoplasmic domain,WP_172771138.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Cytoplasmic domain,WP_172771138.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,WP_172771138.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_172771138.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_172771138.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_172771138.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_172771138.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_172771138.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,WP_172771138.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Non cytoplasmic domain,WP_172771138.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Non cytoplasmic domain,WP_172771138.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
KBL_like,WP_237896058.1,CDD,cd06454,,Unintegrated,Unintegrated,KBL_like
PKS_KR,WP_237896058.1,SMART,SM00822,,Unintegrated,Unintegrated,PKS_KR
disorder_prediction,WP_237896058.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,WP_237896058.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,WP_237896058.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,WP_237896058.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
,WP_237896058.1,GENE3D,G3DSA:3.40.50.720,,Unintegrated,Unintegrated,
ALDH_F21_RNP123,WP_247373980.1,CDD,cd07147,,Unintegrated,Unintegrated,ALDH_F21_RNP123
ALDH_F21_RNP123,WP_247328080.1,CDD,cd07147,,Unintegrated,Unintegrated,ALDH_F21_RNP123
ALDH_F21_RNP123,WP_247428496.1,CDD,cd07147,,Unintegrated,Unintegrated,ALDH_F21_RNP123
,WP_247867186.1,GENE3D,G3DSA:3.40.50.2300,,Unintegrated,Unintegrated,
respo_reg_MadR,WP_247867186.1,NCBIFAM,NF047785,,Unintegrated,Unintegrated,respo_reg_MadR
REC_NarL-like,WP_247867186.1,CDD,cd17535,,Unintegrated,Unintegrated,REC_NarL-like
HTH_TipAL-Mta,WP_268772670.1,CDD,cd01106,,Unintegrated,Unintegrated,HTH_TipAL-Mta
,WP_268772670.1,GENE3D,G3DSA:1.10.1660.10,,Unintegrated,Unintegrated,
KAS_III,WP_272049772.1,CDD,cd00830,,Unintegrated,Unintegrated,KAS_III
3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 3,WP_272049772.1,PANTHER,PTHR34069,,Unintegrated,Unintegrated,3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 3
ACYL-COA SYNTHETASE,WP_268970736.1,PANTHER,PTHR43201,,Unintegrated,Unintegrated,ACYL-COA SYNTHETASE
Acetyl-CoA synthetase-like,WP_268970736.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
q2cbj1_9rhob like domain,WP_257325810.1,GENE3D,G3DSA:2.60.120.620,,Unintegrated,Unintegrated,q2cbj1_9rhob like domain
PHYTANOYL-COA DIOXYGENASE DOMAIN CONTAINING 1,WP_257325810.1,PANTHER,PTHR20883,,Unintegrated,Unintegrated,PHYTANOYL-COA DIOXYGENASE DOMAIN CONTAINING 1
Clavaminate synthase-like,WP_257325810.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,WP_083454803.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
unknown,WP_083454803.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,WP_083454803.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,WP_083454803.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_083454803.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_083454803.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,WP_083454803.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Non cytoplasmic domain,WP_083454803.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Non cytoplasmic domain,WP_083454803.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
DNA-BINDING TRANSCRIPTIONAL ACTIVATOR DEVR_DOSR,WP_169495138.1,PANTHER,PTHR44688,,Unintegrated,Unintegrated,DNA-BINDING TRANSCRIPTIONAL ACTIVATOR DEVR_DOSR
SignalP-noTM,WP_184661790.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
Non cytoplasmic domain,WP_184661790.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Signal Peptide,WP_184661790.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
Signal peptide H-region,WP_184661790.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
Signal peptide N-region,WP_184661790.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
Signal peptide C-region,WP_184661790.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
SignalP-noTM,WP_183883066.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
Non cytoplasmic domain,WP_183883066.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Signal Peptide,WP_183883066.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
Signal peptide H-region,WP_183883066.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
Signal peptide N-region,WP_183883066.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
Signal peptide C-region,WP_183883066.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
SignalP-noTM,WP_183869131.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
SignalP-TM,WP_183869131.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
SignalP-TM,WP_183869131.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
Non cytoplasmic domain,WP_183869131.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Signal Peptide,WP_183869131.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
Signal peptide H-region,WP_183869131.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
Signal peptide N-region,WP_183869131.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
Signal peptide C-region,WP_183869131.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
SignalP-noTM,WP_183869131.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
SignalP-TM,WP_183869131.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
