Name,Sequence Name,Locustag,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
Signal peptide H-region,NW_017263599,LY89DRAFT_754476,XP_018067956.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
Signal peptide C-region,NW_017263599,LY89DRAFT_754476,XP_018067956.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
Signal peptide N-region,NW_017263599,LY89DRAFT_754476,XP_018067956.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_017263607,LY89DRAFT_723922,XP_018064496.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
RNGMNOXGNASE,NW_017264194,L228DRAFT_67442,XP_018190901.1,PRINTS,PR00420,,Unintegrated,Unintegrated,RNGMNOXGNASE
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_017306192,CC77DRAFT_1028551,XP_018390238.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_017971434,UA08_03027,XP_020121936.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_017971448,UA08_08822,XP_020116036.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
RNGMNOXGNASE,NW_017971453,UA08_09365,XP_020115509.1,PRINTS,PR00420,,Unintegrated,Unintegrated,RNGMNOXGNASE
Non cytoplasmic domain,NW_017971453,UA08_09365,XP_020115509.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Signal Peptide,NW_017971453,UA08_09365,XP_020115509.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
Signal peptide H-region,NW_017971453,UA08_09365,XP_020115509.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
Signal peptide C-region,NW_017971453,UA08_09365,XP_020115509.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
Signal peptide N-region,NW_017971453,UA08_09365,XP_020115509.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
disorder_prediction,NW_019170479,ASPGLDRAFT_52210,XP_022396660.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_019170479,ASPGLDRAFT_52210,XP_022396660.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020290884,BO96DRAFT_380804,XP_025460225.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020290890,BO96DRAFT_333241,XP_025456596.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
disorder_prediction,NW_020290890,BO96DRAFT_333241,XP_025456596.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NW_020290890,BO96DRAFT_333241,XP_025456596.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020290898,BO96DRAFT_339631,XP_025453829.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020290899,BO96DRAFT_457477,XP_025453747.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020291494,BO66DRAFT_451982,XP_025503823.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020291495,BO66DRAFT_375002,XP_025503639.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020291495,BO66DRAFT_420750,XP_025503683.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020291497,BO66DRAFT_375482,XP_025503219.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020291497,BO66DRAFT_392446,XP_025503351.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020291497,BO66DRAFT_453119,XP_025503352.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
Coil,NW_020291591,BO85DRAFT_495447,XP_025521448.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020291591,BO85DRAFT_495447,XP_025521448.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020291592,BO85DRAFT_501089,XP_025519590.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020291595,BO85DRAFT_518320,XP_025517426.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020291612,BO85DRAFT_428813,XP_025511590.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020291613,BO85DRAFT_381477,XP_025511405.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020291802,BO79DRAFT_267982,XP_025544544.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020291809,BO79DRAFT_191563,XP_025541615.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020291814,BO79DRAFT_146705,XP_025539924.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
disorder_prediction,NW_020291822,BO79DRAFT_151708,XP_025538005.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020291822,BO79DRAFT_151708,XP_025538005.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020291829,BO79DRAFT_272069,XP_025536639.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020292043,BO88DRAFT_478759,XP_025565652.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020292046,BO88DRAFT_424477,XP_025563991.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
disorder_prediction,NW_020292051,BO88DRAFT_463609,XP_025562293.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020292051,BO88DRAFT_463609,XP_025562293.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020292053,BO88DRAFT_390828,XP_025561704.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020292108,BO80DRAFT_14256,XP_025577466.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
unknown,NW_020292108,BO80DRAFT_14256,XP_025577466.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,NW_020292108,BO80DRAFT_14256,XP_025577466.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,NW_020292108,BO80DRAFT_14256,XP_025577466.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,NW_020292108,BO80DRAFT_14256,XP_025577466.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
disorder_prediction,NW_020292122,BO80DRAFT_425925,XP_025574461.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_020292122,BO80DRAFT_425925,XP_025574461.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_021167081,SODALDRAFT_292996,XP_028467403.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_021940921,PpBr36_10270,XP_029744377.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_022983475,BU24DRAFT_489210,XP_033387528.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
disorder_prediction,NW_022984953,K489DRAFT_377707,XP_033462195.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_022984953,K489DRAFT_333818,XP_033462198.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
disorder_prediction,NW_022985020,P153DRAFT_319669,XP_033522630.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
RNGMNOXGNASE,NW_022985020,P153DRAFT_319669,XP_033522630.1,PRINTS,PR00420,,Unintegrated,Unintegrated,RNGMNOXGNASE
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_022985020,P153DRAFT_368112,XP_033522636.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_022985557,EJ05DRAFT_511294,XP_033599943.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_022985560,EJ05DRAFT_502516,XP_033598500.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_022986852,EI97DRAFT_369053,XP_033657767.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_022986854,EI97DRAFT_484299,XP_033656244.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_022987215,BU26DRAFT_502845,XP_033687369.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
Acetyl-CoA synthetase-like,NW_022987215,BU26DRAFT_502845,XP_033687369.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_022987218,BU26DRAFT_564606,XP_033683920.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_022987219,BU26DRAFT_486245,XP_033683527.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_023336275,AtWU_00496,XP_035351505.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_023336279,AtWU_03519,XP_035354524.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_023336281,AtWU_06272,XP_035357275.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_023336287,AtWU_10431,XP_035361428.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
disorder_prediction,NW_023336287,AtWU_10431,XP_035361428.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NW_023336287,AtWU_10431,XP_035361428.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024067570,LCP9604111_3683,XP_038930346.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024067609,LCP9604111_9302,XP_038924663.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024067609,LCP9604111_9312,XP_038924673.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024467298,EURHEDRAFT_471100,XP_040643012.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024467524,ASPVEDRAFT_36089,XP_040662445.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
Cytoplasmic domain,NW_024467524,ASPVEDRAFT_36089,XP_040662445.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Non cytoplasmic domain,NW_024467524,ASPVEDRAFT_36089,XP_040662445.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,NW_024467524,ASPVEDRAFT_36089,XP_040662445.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024467525,ASPVEDRAFT_483993,XP_040664550.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024467526,ASPVEDRAFT_128238,XP_040665377.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024467833,ASPWEDRAFT_167979,XP_040691721.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024467839,ASPWEDRAFT_162529,XP_040684618.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024467839,ASPWEDRAFT_54731,XP_040685301.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024467859,ASPSYDRAFT_140363,XP_040708491.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024467859,ASPSYDRAFT_39453,XP_040708506.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024467860,ASPSYDRAFT_55239,XP_040706164.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024467860,ASPSYDRAFT_41237,XP_040706363.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
Cytoplasmic domain,NW_024467860,ASPSYDRAFT_41237,XP_040706363.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Non cytoplasmic domain,NW_024467860,ASPSYDRAFT_41237,XP_040706363.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,NW_024467860,ASPSYDRAFT_41237,XP_040706363.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
RNGMNOXGNASE,NW_024467866,ASPSYDRAFT_133903,XP_040700702.1,PRINTS,PR00420,,Unintegrated,Unintegrated,RNGMNOXGNASE
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024467866,ASPSYDRAFT_91207,XP_040700703.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
disorder_prediction,NW_024468909,M406DRAFT_335784,XP_040780987.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
RNGMNOXGNASE,NW_024468909,M406DRAFT_335784,XP_040780987.1,PRINTS,PR00420,,Unintegrated,Unintegrated,RNGMNOXGNASE
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024468911,M406DRAFT_345385,XP_040778274.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024468914,M406DRAFT_48948,XP_040774233.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024468916,M406DRAFT_333311,XP_040772213.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024468981,BO72DRAFT_465380,XP_040805499.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024468986,BO72DRAFT_423563,XP_040804225.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
Coil,NW_024468998,BO72DRAFT_428813,XP_040801539.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024468998,BO72DRAFT_428813,XP_040801539.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024468999,BO72DRAFT_404051,XP_040801288.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024469009,BO72DRAFT_497599,XP_040799882.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_024469009,BO72DRAFT_449355,XP_040799925.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
RNGMNOXGNASE,NW_025091265,Aud_002588,XP_043143488.1,PRINTS,PR00420,,Unintegrated,Unintegrated,RNGMNOXGNASE
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_025091270,Aud_008855,XP_043149655.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_025091287,Asppvi_009947,XP_043161728.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_025408661,FPOAC1_013749,XP_044700914.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_025408669,HRG_03103,XP_044722600.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_025408673,HRG_07056,XP_044719489.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_025953048,F4812DRAFT_74559,XP_047788625.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_025953052,F4812DRAFT_440024,XP_047787509.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_025953061,F4812DRAFT_468524,XP_047785946.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_025953252,GGS22DRAFT_158613,XP_047820596.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_025953815,F4807DRAFT_462935,XP_047851726.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED,NW_026054554,F4813DRAFT_355421,XP_049100981.1,PANTHER,PTHR43712,,Unintegrated,Unintegrated,PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED
