Name,Sequence Name,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
"Nonribosomal peptide synthetase, condensation domain",NZ_CP017705|c1550570-1597584|1570571-1577584|-|BrL25_RS07625|non-ribosomal_peptide_synthetase|WP_018670344.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
"Nonribosomal peptide synthetase, condensation domain",NZ_CP017705|c1550570-1597584|1570571-1577584|-|BrL25_RS07625|non-ribosomal_peptide_synthetase|WP_018670344.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
Helix hairpin bin,NZ_CP017705|c1550570-1597584|1570571-1577584|-|BrL25_RS07625|non-ribosomal_peptide_synthetase|WP_018670344.1,GENE3D,G3DSA:1.10.287.490,,Unintegrated,Unintegrated,Helix hairpin bin
NONRIBOSOMAL PEPTIDE SYNTHETASE,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,PANTHER,PTHR45527,,Unintegrated,Unintegrated,NONRIBOSOMAL PEPTIDE SYNTHETASE
Coil,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
Coil,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
PRK04813.1,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,NCBIFAM,NF003417,,Unintegrated,Unintegrated,PRK04813.1
A_NRPS,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,CDD,cd05930,,Unintegrated,Unintegrated,A_NRPS
A_NRPS,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,CDD,cd05930,,Unintegrated,Unintegrated,A_NRPS
LCL_NRPS-like,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,CDD,cd19531,,Unintegrated,Unintegrated,LCL_NRPS-like
Acetyl-CoA synthetase-like,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
Acetyl-CoA synthetase-like,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
CoA-dependent acyltransferases,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
Luciferase; Domain 3,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,GENE3D,G3DSA:2.30.38.10,,Unintegrated,Unintegrated,Luciferase; Domain 3
"Nonribosomal peptide synthetase, condensation domain",NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
"Nonribosomal peptide synthetase, condensation domain",NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
Helix hairpin bin,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,GENE3D,G3DSA:1.10.287.490,,Unintegrated,Unintegrated,Helix hairpin bin
NONRIBOSOMAL PEPTIDE SYNTHETASE,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,PANTHER,PTHR45527,,Unintegrated,Unintegrated,NONRIBOSOMAL PEPTIDE SYNTHETASE
Coil,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
Coil,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
PRK04813.1,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,NCBIFAM,NF003417,,Unintegrated,Unintegrated,PRK04813.1
A_NRPS,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,CDD,cd05930,,Unintegrated,Unintegrated,A_NRPS
A_NRPS,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,CDD,cd05930,,Unintegrated,Unintegrated,A_NRPS
LCL_NRPS-like,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,CDD,cd19531,,Unintegrated,Unintegrated,LCL_NRPS-like
Acetyl-CoA synthetase-like,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
Acetyl-CoA synthetase-like,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
CoA-dependent acyltransferases,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
Luciferase; Domain 3,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,GENE3D,G3DSA:2.30.38.10,,Unintegrated,Unintegrated,Luciferase; Domain 3
"Nonribosomal peptide synthetase, condensation domain",NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
"Nonribosomal peptide synthetase, condensation domain",NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
Helix hairpin bin,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,GENE3D,G3DSA:1.10.287.490,,Unintegrated,Unintegrated,Helix hairpin bin
NONRIBOSOMAL PEPTIDE SYNTHETASE,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,PANTHER,PTHR45527,,Unintegrated,Unintegrated,NONRIBOSOMAL PEPTIDE SYNTHETASE
Coil,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
Coil,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
PRK04813.1,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,NCBIFAM,NF003417,,Unintegrated,Unintegrated,PRK04813.1
A_NRPS,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,CDD,cd05930,,Unintegrated,Unintegrated,A_NRPS
A_NRPS,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,CDD,cd05930,,Unintegrated,Unintegrated,A_NRPS
LCL_NRPS-like,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,CDD,cd19531,,Unintegrated,Unintegrated,LCL_NRPS-like
Acetyl-CoA synthetase-like,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
Acetyl-CoA synthetase-like,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
CoA-dependent acyltransferases,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
Luciferase; Domain 3,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,GENE3D,G3DSA:2.30.38.10,,Unintegrated,Unintegrated,Luciferase; Domain 3
"Nonribosomal peptide synthetase, condensation domain",NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
"Nonribosomal peptide synthetase, condensation domain",NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
Helix hairpin bin,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,GENE3D,G3DSA:1.10.287.490,,Unintegrated,Unintegrated,Helix hairpin bin
NONRIBOSOMAL PEPTIDE SYNTHETASE,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,PANTHER,PTHR45527,,Unintegrated,Unintegrated,NONRIBOSOMAL PEPTIDE SYNTHETASE
Coil,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
Coil,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
PRK04813.1,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,NCBIFAM,NF003417,,Unintegrated,Unintegrated,PRK04813.1
A_NRPS,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,CDD,cd05930,,Unintegrated,Unintegrated,A_NRPS
A_NRPS,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,CDD,cd05930,,Unintegrated,Unintegrated,A_NRPS
LCL_NRPS-like,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,CDD,cd19531,,Unintegrated,Unintegrated,LCL_NRPS-like
Acetyl-CoA synthetase-like,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
Acetyl-CoA synthetase-like,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
CoA-dependent acyltransferases,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,GENE3D,G3DSA:3.40.50.980,,Unintegrated,Unintegrated,
Luciferase; Domain 3,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,GENE3D,G3DSA:2.30.38.10,,Unintegrated,Unintegrated,Luciferase; Domain 3
"Nonribosomal peptide synthetase, condensation domain",NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
"Nonribosomal peptide synthetase, condensation domain",NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
Helix hairpin bin,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,GENE3D,G3DSA:1.10.287.490,,Unintegrated,Unintegrated,Helix hairpin bin
PKS,NW_014574696|c225420-389931|353097-359931|-|MBR_09308|polyketide_synthase|XP_014540705.1,CDD,cd00833,,Unintegrated,Unintegrated,PKS
,NW_014574696|c225420-389931|353097-359931|-|MBR_09308|polyketide_synthase|XP_014540705.1,GENE3D,G3DSA:3.30.70.3290,,Unintegrated,Unintegrated,
CurL-like_PKS_C,NW_014574696|c225420-389931|353097-359931|-|MBR_09308|polyketide_synthase|XP_014540705.1,PFAM,PF22621,,Unintegrated,Unintegrated,CurL-like_PKS_C
A_NRPS_Srf_like,NZ_KK037166|c11206326-11282196|11253957-11258228|+|KUTG_RS64970|non-ribosomal_peptide_synthetase|WP_232241563.1,CDD,cd12117,,Unintegrated,Unintegrated,A_NRPS_Srf_like
NONRIBOSOMAL PEPTIDE SYNTHETASE,NZ_KK037166|c11206326-11282196|11253957-11258228|+|KUTG_RS64970|non-ribosomal_peptide_synthetase|WP_232241563.1,PANTHER,PTHR45527,,Unintegrated,Unintegrated,NONRIBOSOMAL PEPTIDE SYNTHETASE
Acetyl-CoA synthetase-like,NZ_KK037166|c11206326-11282196|11253957-11258228|+|KUTG_RS64970|non-ribosomal_peptide_synthetase|WP_232241563.1,SUPERFAMILY,SSF56801,,Unintegrated,Unintegrated,Acetyl-CoA synthetase-like
CoA-dependent acyltransferases,NZ_KK037166|c11206326-11282196|11253957-11258228|+|KUTG_RS64970|non-ribosomal_peptide_synthetase|WP_232241563.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,NZ_KK037166|c11206326-11282196|11253957-11258228|+|KUTG_RS64970|non-ribosomal_peptide_synthetase|WP_232241563.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,NZ_KK037166|c11206326-11282196|11253957-11258228|+|KUTG_RS64970|non-ribosomal_peptide_synthetase|WP_232241563.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
CoA-dependent acyltransferases,NZ_KK037166|c11206326-11282196|11253957-11258228|+|KUTG_RS64970|non-ribosomal_peptide_synthetase|WP_232241563.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
"Nonribosomal peptide synthetase, condensation domain",NZ_KK037166|c11206326-11282196|11253957-11258228|+|KUTG_RS64970|non-ribosomal_peptide_synthetase|WP_232241563.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
"Nonribosomal peptide synthetase, condensation domain",NZ_KK037166|c11206326-11282196|11253957-11258228|+|KUTG_RS64970|non-ribosomal_peptide_synthetase|WP_232241563.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
KBL_like,NZ_CP047318|c513153-578614|528093-532043|-|GSY65_RS02150|aminotransferase_class_I/II-fold_pyridoxal_phosphate-dependent_enzyme|WP_159765667.1,CDD,cd06454,,Unintegrated,Unintegrated,KBL_like
PKS_KR,NZ_CP047318|c513153-578614|528093-532043|-|GSY65_RS02150|aminotransferase_class_I/II-fold_pyridoxal_phosphate-dependent_enzyme|WP_159765667.1,SMART,SM00822,,Unintegrated,Unintegrated,PKS_KR
disorder_prediction,NZ_CP047318|c513153-578614|528093-532043|-|GSY65_RS02150|aminotransferase_class_I/II-fold_pyridoxal_phosphate-dependent_enzyme|WP_159765667.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NZ_CP047318|c513153-578614|528093-532043|-|GSY65_RS02150|aminotransferase_class_I/II-fold_pyridoxal_phosphate-dependent_enzyme|WP_159765667.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NZ_CP047318|c513153-578614|528093-532043|-|GSY65_RS02150|aminotransferase_class_I/II-fold_pyridoxal_phosphate-dependent_enzyme|WP_159765667.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
disorder_prediction,NZ_CP047318|c513153-578614|528093-532043|-|GSY65_RS02150|aminotransferase_class_I/II-fold_pyridoxal_phosphate-dependent_enzyme|WP_159765667.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
,NZ_CP047318|c513153-578614|528093-532043|-|GSY65_RS02150|aminotransferase_class_I/II-fold_pyridoxal_phosphate-dependent_enzyme|WP_159765667.1,GENE3D,G3DSA:3.40.50.720,,Unintegrated,Unintegrated,
ATP-DEPENDENT RNA HELICASE,NZ_BBXF01000001|c1125776-1196744|1150871-1154707|-|AW274_RS04570|ATP-dependent_RNA_helicase_HrpA|WP_062429605.1,PANTHER,PTHR18934,,Unintegrated,Unintegrated,ATP-DEPENDENT RNA HELICASE
DEXHc_HrpA,NZ_BBXF01000001|c1125776-1196744|1150871-1154707|-|AW274_RS04570|ATP-dependent_RNA_helicase_HrpA|WP_062429605.1,CDD,cd17989,,Unintegrated,Unintegrated,DEXHc_HrpA
SF2_C_RHA,NZ_BBXF01000001|c1125776-1196744|1150871-1154707|-|AW274_RS04570|ATP-dependent_RNA_helicase_HrpA|WP_062429605.1,CDD,cd18791,,Unintegrated,Unintegrated,SF2_C_RHA
PRK11131.1,NZ_BBXF01000001|c1125776-1196744|1150871-1154707|-|AW274_RS04570|ATP-dependent_RNA_helicase_HrpA|WP_062429605.1,NCBIFAM,NF008348,,Unintegrated,Unintegrated,PRK11131.1
,NZ_BBXF01000001|c1125776-1196744|1150871-1154707|-|AW274_RS04570|ATP-dependent_RNA_helicase_HrpA|WP_062429605.1,GENE3D,G3DSA:1.20.120.1080,,Unintegrated,Unintegrated,
HA2_C,NZ_BBXF01000001|c1125776-1196744|1150871-1154707|-|AW274_RS04570|ATP-dependent_RNA_helicase_HrpA|WP_062429605.1,PFAM,PF21010,,Unintegrated,Unintegrated,HA2_C
ATP-DEPENDENT RNA HELICASE,NZ_WXEW01000002|c328969-397700|369530-373363|+|GT755_RS07435|ATP-dependent_RNA_helicase_HrpA|WP_161478968.1,PANTHER,PTHR18934,,Unintegrated,Unintegrated,ATP-DEPENDENT RNA HELICASE
DEXHc_HrpA,NZ_WXEW01000002|c328969-397700|369530-373363|+|GT755_RS07435|ATP-dependent_RNA_helicase_HrpA|WP_161478968.1,CDD,cd17989,,Unintegrated,Unintegrated,DEXHc_HrpA
SF2_C_RHA,NZ_WXEW01000002|c328969-397700|369530-373363|+|GT755_RS07435|ATP-dependent_RNA_helicase_HrpA|WP_161478968.1,CDD,cd18791,,Unintegrated,Unintegrated,SF2_C_RHA
PRK11131.1,NZ_WXEW01000002|c328969-397700|369530-373363|+|GT755_RS07435|ATP-dependent_RNA_helicase_HrpA|WP_161478968.1,NCBIFAM,NF008348,,Unintegrated,Unintegrated,PRK11131.1
